Department;Faculty;University;Discount;City;Language;score_last;range_last;score_first;range_first;average_range;average_score
Garden Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;222;383118;275;216501;802016;266
Urban and Regional Planning;Architecture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;207;388772;297;169216;862096;255
Farm Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;204;389578;252;284339;806015;208
International Trade and Logistics;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;248;391621;293;174433;1155085;180
History;Carsamba Humanities and Social Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;279;393287;326;153055;110059;325
Agricultural Machinery and Technologies Engineering;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;239;394775;257;312428;49429;447
Garden Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;239;395220;351;109903;81240;423
Agricultural Machinery and Technologies Engineering;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;257;395296;280;309817;322738;266
History;Carsamba Humanities and Social Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;266;396134;350;64251;431266;308
Garden Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;256;396900;350;159066;365165;325
Economics;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;English;248;397169;309;127442;844095;255
Chemistry;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;238;401796;260;303445;74418;347
Healthcare Management;Health Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;246;405594;286;198237;1109938;237
Statistics;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;254;408339;311;229641;351823;317
Art History;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;276;410957;359;64439;182164;361
Public Relations and Promotion;Communication Faculty;Ondokuz Mayis University;IO-non-scholarship;SAMSUN;Turkish;264;411822;290;262436;461562;297
Sociology;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;244;422701;281;219251;972109;253
Physics;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;247;442301;271;339929;316899;339
Agricultural Economics;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;270;442716;350;133465;365980;258
Farm Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;245;447951;292;274072;366092;255
Art History;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;257;452698;329;112787;479386;302
Statistics;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;227;458739;253;329466;73524;415
Journalism;Communication Faculty ;Ondokuz Mayis University;Free;SAMSUN;Turkish;235;462088;327;52814;1278343;219
Agricultural Economics;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;239;463079;276;236628;805537;266
Physics;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;225;463585;270;268155;46139;363
Farm Plants;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;222;470288;260;301448;83534;407
Business;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;236;482697;271;263443;1076812;241
Agricultural Economics;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;255;491164;302;226846;83450;424
Economics;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;262;492943;328;191843;516523;237
Business;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;262;496103;302;283905;468729;243
Economics;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;254;499957;280;326586;212645;363
Zootechnics;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;236;500824;286;291625;325344;334
Business;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;252;511940;303;222637;172515;298
Art History;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;227;516078;297;122901;1113509;184
Soil Science and Plant Nutrition;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;232;522168;276;322050;323887;336
Public Relations and Promotion;Communication Faculty ;Ondokuz Mayis University;IO-non-scholarship;SAMSUN;Turkish;226;524855;299;118367;1058931;186
Communication and Design;Communication Faculty ;Ondokuz Mayis University;Free;SAMSUN;Turkish;225;525991;277;198040;949134;248
Agricultural Biotechnology;Agriculture Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;231;533037;255;401039;356180;322
Economics;Economics and Administrative Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;229;536964;256;340975;1296002;221
Theology;Theology Faculty;Ondokuz Mayis University;IO-non-scholarship;SAMSUN;Turkish;221;543545;298;121059;650888;223
History;Carsamba Humanities and Social Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;221;544160;266;253137;976005;194
Tourism Management;Tourism Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;225;556318;232;515497;781954;265
Archaeology;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;218;574590;271;261707;935656;253
Philosophy;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;206;584458;267;280840;942645;248
Recreation;Yasar Dogu Sports Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;205;585572;287;193980;855255;203
Philosophy;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;237;650313;326;150094;132111;396
Philosophy;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;241;654709;367;93723;418035;248
Tourism Management;Tourism Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;227;744933;263;428340;78510;410
Tourism Management;Tourism Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;231;747209;299;296980;357305;325
Archaeology;Arts and Sciences Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;218;891897;329;190170;414616;316
Insurance and Actuarial Sciences;Bafra Business Faculty;Ondokuz Mayis University;Free;SAMSUN;Turkish;208;974373;253;556963;384567;254
Science Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;0;0;309;171327;71494;346
Labor Economy and Industrial Relations;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;0;0;269;390696;98389;411
Food Engineering;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;0;0;293;205029;46527;441
Fisheries Technology Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;0;0;259;305278;18038;397
Fisheries Technology Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;0;0;0;0;658199;280
Economics;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;0;0;245;576049;134046;395
Medicine;Medicine Faculty;Ordu University;Free;ORDU;Turkish;472;17796;488;11138;253839;336
Medicine;Medicine Faculty;Ordu University;Free;ORDU;Turkish;495;18618;508;11016;272252;346
Medicine;Medicine Faculty;Ordu University;Free;ORDU;Turkish;434;19939;459;8875;614804;289
Preschool Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;380;25447;407;9153;474056;308
Preschool Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;348;27227;366;1696;1096605;237
Dentistry;Dentistry Faculty;Ordu University;Free;ORDU;Turkish;455;27393;466;20957;248669;275
Preschool Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;384;27402;408;10399;178497;377
Turkish Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;375;30180;412;7426;432784;315
Dentistry;Dentistry Faculty;Ordu University;Free;ORDU;Turkish;478;31040;489;23147;576833;285
Dentistry;Dentistry Faculty;Ordu University;Free;ORDU;Turkish;414;32623;422;27225;609457;285
English Language and Literature;Arts and Sciences Faculty;Ordu University;Free;ORDU;English;333;32962;391;15107;1067697;187
Turkish Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;341;34108;405;2696;983051;245
Turkish Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;378;34450;410;9551;144673;370
English Language and Literature;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;English;313;39263;360;24067;845976;253
Social Sciences Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;346;72508;397;13918;385273;324
Social Sciences Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;313;79585;335;41598;859546;256
Elementary Mathematics Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;405;95215;431;70731;463870;239
Guidance and Psychological Counseling;Education Faculty;Ordu University;Free;ORDU;Turkish;350;96328;389;37229;180625;379
Elementary Mathematics Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;346;96497;374;66295;951280;252
Guidance and Psychological Counseling;Education Faculty;Ordu University;Free;ORDU;Turkish;364;100598;382;65241;477432;241
Theology;Theology Faculty;Ordu University;Free;ORDU;Turkish;339;111359;415;7844;15020;401
Elementary Mathematics Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;345;117246;434;40424;168719;300
Theology;Theology Faculty;Ordu University;Free;ORDU;Turkish;327;117345;415;6732;270097;352
School Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;355;121377;369;89174;428121;245
School Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;311;121718;341;61843;965374;197
School Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;334;129873;345;105449;140283;391
Guidance and Psychological Counseling;Education Faculty;Ordu University;Free;ORDU;Turkish;304;139323;340;63516;1105850;235
Nursing;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;304;157127;374;66390;611980;263
Gastronomy and Culinary Arts;Tourism Faculty;Ordu University;Free;ORDU;Turkish;287;158610;348;27392;1055343;243
Nursing;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;350;158797;430;72197;269335;275
Nursing;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;308;173930;448;31169;14280;402
Theology;Theology Faculty;Ordu University;Free;ORDU;Turkish;278;194676;338;37983;0;0
Maritime Transportation Management Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;283;197205;303;157338;834171;204
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;312;208554;377;36092;193174;372
Maritime Transportation Management Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;319;211668;341;173020;375897;306
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;298;224119;363;43307;491998;236
Maritime Transportation Management Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;284;225765;339;124956;81673;341
Food Engineering;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;265;243695;299;165340;699035;269
Science Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;258;263822;274;219455;765265;272
Science Teaching;Education Faculty;Ordu University;Free;ORDU;Turkish;290;281248;333;185854;349733;318
Food Engineering;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;285;295745;296;264870;317403;265
Molecular Biology and Genetics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;241;328450;303;158798;852274;260
Molecular Biology and Genetics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;271;338571;330;190788;383170;253
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;252;338734;328;51424;1143630;230
History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;275;341346;390;18112;488827;303
Radio Television and Cinema;Fine Arts Faculty;Ordu University;Free;ORDU;Turkish;274;349243;366;39473;476626;310
Mathematics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;248;353191;320;152464;106147;413
Mathematics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;265;359825;343;170241;383049;254
Molecular Biology and Genetics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;246;360933;294;202285;106397;410
History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;283;365639;390;22556;190111;358
Plant Protection;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;221;383490;293;176739;759709;263
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;280;383621;311;213386;193191;366
Plant Protection;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;259;384177;404;96099;347357;262
Garden Plants;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;215;386174;277;211319;724013;275
Landscape Architecture;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;215;386301;238;339004;960370;239
Mathematics;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;202;389999;411;35019;851692;202
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;266;396131;370;34729;491999;301
Radio Television and Cinema;Fine Arts Faculty;Ordu University;Free;ORDU;Turkish;243;398255;339;36358;1103962;184
Plant Protection;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;234;425240;280;238558;69248;435
Landscape Architecture;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;244;452922;322;205638;426525;249
Labor Economy and Industrial Relations;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;240;455107;240;455107;833269;263
Garden Plants;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;243;458987;352;156230;313102;324
Landscape Architecture;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;221;472443;269;269673;106779;406
Garden Plants;Agriculture Faculty;Ordu University;Free;ORDU;Turkish;220;473219;358;102302;44037;457
History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;233;476359;375;9959;1132532;180
History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;267;476437;321;172179;190287;294
Radio Television and Cinema;Fine Arts Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;254;478432;360;47710;383981;251
Healthcare Management;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;262;493737;320;217923;384322;253
Theology;Theology Faculty;Ordu University;Free;ORDU;Turkish;229;503960;284;97342;597672;280
Healthcare Management;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;253;507526;291;274192;107877;396
Political Science and Public Administration;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;249;535370;287;290159;147071;392
Healthcare Management;Health Sciences Faculty;Ordu University;Free;ORDU;Turkish;227;546550;306;135731;856513;257
Sociology;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;248;549097;306;214221;142258;380
Art History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;213;556404;304;102010;857353;258
Radio Television and Cinema;Fine Arts Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;212;557389;266;251533;1103990;235
Art History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;256;558285;335;122692;182165;376
History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;242;562494;309;176336;488862;238
Turkish Language and Literature;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;203;562666;265;254883;979596;195
History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;200;563560;351;24585;976059;239
Art History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;199;563733;270;232799;1113611;237
Business;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;220;572510;279;223907;772130;264
Economics;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;219;573535;243;431251;948923;247
Political Science and Public Administration;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;251;573571;304;275115;437134;312
Maritime Business Management;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;209;582914;255;350414;834290;263
Sociology;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;208;583378;245;415306;972161;246
Political Science and Public Administration;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;206;584737;296;164819;1118865;233
Art History;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;236;602913;369;36351;479474;237
Fisheries Technology Engineering;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;220;618336;277;317693;272853;332
Sociology;Arts and Sciences Faculty;Ordu University;Free;ORDU;Turkish;243;639461;312;245352;430061;248
Art History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;246;642295;321;171687;140007;388
Art History;Arts and Sciences Faculty;Ordu University;IO-non-scholarship;ORDU;Turkish;228;670259;361;46650;384400;255
Maritime Business Management;Fatsa Marine Sciences Faculty;Ordu University;Free;ORDU;Turkish;228;779801;263;487698;375964;256
Business;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;228;783911;311;248308;352287;257
Business;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;203;821856;253;500903;74221;345
Economics;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;220;873351;251;572039;421353;317
Labor Economy and Industrial Relations;Unye Economics and Administrative Sciences Faculty;Ordu University;Free;ORDU;Turkish;215;928864;270;442920;375783;323
Political Science and International Relations;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;0;0;916449;251
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;0;0;0;0;255102;350
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;0;0;0;0;585432;231
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;349;112882;95358;401
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;0;0;126077;320
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;0;0;0;0;265552;348
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;0;0;603347;228
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;367;66230;27155;380
Food Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;0;0;0;0;586322;230
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;325;36515;55320;433
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;394;69266;131490;380
Economics;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;253;503299;6667;499
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;265;283814;67642;435
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;0;0;906020;201
Chemistry Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;270;268113;123703;319
Business;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;0;0;907318;199
Business;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;0;0;285;303189;30110;470
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;401;24603;52151;432
Business;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;0;0;122721;386
Business;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;0;0;0;0;907164;246
Computer Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;505;1048;548;8;615589;288
Computer Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;539;1178;556;21;272692;329
Computer Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;527;1488;550;39;17827;395
History;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;447;1885;475;572;190288;296
Electrical Electronics Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;521;2214;551;21;43348;367
History;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;409;2243;438;722;0;0
Electrical Electronics Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;489;2505;542;23;689925;216
Electrical Electronics Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;531;2575;552;78;311810;322
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;429;2581;458;711;0;0
Psychology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;474;2610;518;281;271739;350
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;474;2616;499;850;580721;281
English Teaching;Education Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;463;2732;463;2732;587102;229
Psychology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;456;2772;521;122;17025;398
History;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;435;2889;504;173;529287;299
Preschool Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;437;3033;470;706;138858;312
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;453;3090;525;95;251564;353
Preschool Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;431;3434;481;531;474087;240
Preschool Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;399;3446;458;328;1096640;235
Economics;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;467;3533;498;942;579101;291
English Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;466;3893;497;1625;270226;276
English Teaching;Education Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;464;4071;464;4071;255921;348
Economics;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;417;4251;470;429;0;0
English Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;457;4394;508;984;15116;480
Industrial Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;475;4529;500;1415;0;0
English Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;444;4599;485;1358;612278;282
Psychology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;413;4963;508;66;614125;225
Economics;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;440;4966;480;1086;250609;279
International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;456;5098;477;2375;564604;230
Mechanical Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;506;5435;532;948;38451;460
Industrial Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;521;5488;538;1243;583844;229
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;410;5763;410;5763;587292;284
Industrial Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;504;5825;532;955;254406;277
Aerospace Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;468;6134;495;1816;0;0
Astronautical Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;502;6418;537;572;250090;339
Aerospace Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;518;6423;536;1578;578360;232
English Teaching;Education Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;439;6675;439;6675;1020;537
Mechanical Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;517;6862;548;241;304923;320
Mechanical Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;465;6984;521;346;674301;219
International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;403;7436;449;1020;0;0
International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;430;7927;464;2070;244015;340
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;441;8709;460;4514;559732;293
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;421;10555;444;6524;444473;259
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;418;10595;437;7133;122224;383
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;391;11832;391;11832;587664;282
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;389;12881;468;465;0;0
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;391;15006;416;9036;1013939;245
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;424;15111;424;15111;256070;279
Sociology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;422;16197;470;3149;486666;299
Political Science and Public Administration;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;412;16467;461;2320;241263;280
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;412;16544;412;16544;1130;535
Metallurgy and Materials Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;437;18223;477;4118;0;0
Metallurgy and Materials Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;495;18948;535;1715;556981;296
Molecular Biology and Genetics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;433;20033;471;5549;1090743;248
Metallurgy and Materials Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;466;21045;515;3308;238760;290
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;373;23341;373;23341;642828;223
Molecular Biology and Genetics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;489;23378;516;7296;472779;297
Architecture;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;459;24807;501;6593;16788;478
Molecular Biology and Genetics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;459;25175;495;8577;176933;362
Chemistry Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;425;25494;462;7938;612773;224
Sociology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;399;26487;499;449;187603;296
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;484;26741;500;15886;278226;269
Chemistry Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;484;26768;518;6496;270963;333
Astronautical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;455;27332;509;4623;120929;400
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;454;27636;468;19883;117575;386
Chemistry Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;454;27917;497;7836;16181;489
Architecture;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;480;29445;520;5632;277851;275
English Teaching;Education Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;344;29468;438;5364;714231;217
